id_klienta;imie;nazwisko;data_urodzenia;znizka;numer_telefonu;adres_email;status_studenta
1933;Magdalena;Papiernik;1989-03-31;0.9;796040545;magdalenapapiernik277@wp.pl;0
1934;Kinga;Michalska;1933-11-30;0.5;263397207;kingamichalska726@onet.pl;0
1935;Liliana;Lenczewska;1963-01-31;0.65;773832972;lilianalenczewska729@wp.pl;0
1936;Liwia;Adler;1944-08-31;0.5;333565274;liwiaadler427@wp.pl;0
1937;Matylda;Kuźmicz;1958-04-30;0.65;703900676;matyldakuźmicz649@wp.pl;0
1938;Emilia;Skura;2004-10-31;0.49;578627599;emiliaskura452@gmail.com;1
1939;Aurelia;Gackowska;2004-09-30;0.49;648404271;aureliagackowska509@gmail.com;1
1940;Martyna;Kapłon;1961-02-28;0.65;372356714;martynakapłon629@gmail.com;0
1941;Anastazja;Mierzwińska;1979-01-31;0.85;234357630;anastazjamierzwińska892@onet.pl;0
1942;Klara;Serhiienko;1991-10-31;0.9;420462543;klaraserhiienko361@wp.pl;0
1943;Michalina;Matuszak;1938-05-31;0.5;215791139;michalinamatuszak022@wp.pl;0
1944;Rozalia;Koszewska;2007-12-31;1.0;912599395;rozaliakoszewska505@onet.pl;0
1945;Matylda;Mickiewicz;2000-06-30;0.49;129879716;matyldamickiewicz807@wp.pl;1
1946;Antonina;Bakalarz;1995-09-30;1.0;429817282;antoninabakalarz021@onet.pl;0
1947;Adrianna;Piaskowska;1932-03-31;0.5;646766621;adriannapiaskowska913@onet.pl;0
1948;Alicja;Szczurowska;1955-10-31;0.65;220802624;alicjaszczurowska573@onet.pl;0
1949;Kaja;Urbanowicz;2001-06-30;0.49;673685508;kajaurbanowicz136@wp.pl;1
1950;Lilianna;Przybyło;1930-02-28;0.5;678627204;liliannaprzybyło161@wp.pl;0
1951;Alicja;Szafrańska;1945-08-31;0.5;992588555;alicjaszafrańska335@wp.pl;0
1952;Karolina;Mierzejewska;1947-09-30;0.5;739845370;karolinamierzejewska439@wp.pl;0
1953;Marianna;Burska;1942-12-31;0.5;431276764;mariannaburska577@wp.pl;0
1954;Adrianna;Brol;1994-01-31;0.49;354582344;adriannabrol123@wp.pl;1
1955;Marcelina;Szczurowska;1959-09-30;0.65;221839970;marcelinaszczurowska317@gmail.com;0
1956;Blanka;Ogórek;1971-04-30;0.75;671694963;blankaogórek017@wp.pl;0
1957;Kaja;Żądło;1940-06-30;0.5;747930033;kajażądło804@gmail.com;0
1958;Aleksandra;Bis;1998-01-31;1.0;186010935;aleksandrabis632@onet.pl;0
1959;Weronika;Skoczylas;1992-07-31;0.9;744697096;weronikaskoczylas608@gmail.com;0
1960;Oliwia;Lisiak;1986-10-31;0.9;960136470;oliwialisiak297@onet.pl;0
1961;Klara;Pawliczek;1971-05-31;0.75;259444166;klarapawliczek474@wp.pl;0
1962;Adrianna;Nizioł;1954-09-30;0.5;365807326;adriannanizioł751@wp.pl;0
1963;Laura;Dudzic;1975-02-28;0.85;990372777;lauradudzic556@wp.pl;0
1964;Karolina;Gibała;1983-12-31;0.85;778591816;karolinagibała807@wp.pl;0
1965;Nela;Siuta;1978-02-28;0.85;378197159;nelasiuta775@onet.pl;0
1966;Mia;Wszołek;1962-01-31;0.65;322744004;miawszołek434@onet.pl;0
1967;Milena;Stepanova;2007-10-31;1.0;206854271;milenastepanova911@onet.pl;0
1968;Maja;Zuber;1997-04-30;0.49;836404601;majazuber563@gmail.com;1
1969;Klara;Rudnicka;1976-11-30;0.85;348087989;klararudnicka065@gmail.com;0
1970;Hanna;Długosz;1969-07-31;0.75;421320812;hannadługosz549@wp.pl;0
1971;Łucja;Jach;1990-04-30;0.9;795887413;łucjajach815@wp.pl;0
1972;Gabriela;Mishchenko;1961-12-31;0.65;730129728;gabrielamishchenko140@gmail.com;0
1973;Laura;Jasiewicz;1947-05-31;0.5;557408660;laurajasiewicz959@onet.pl;0
1974;Hanna;Wąż;2002-07-31;1.0;677297808;hannawąż987@gmail.com;0
1975;Aurelia;Szustak;1959-01-31;0.65;804775882;aureliaszustak858@onet.pl;0
1976;Jagoda;Konior;1935-07-31;0.5;167320479;jagodakonior638@gmail.com;0
1977;Weronika;Deptuła;1946-01-31;0.5;532937295;weronikadeptuła143@onet.pl;0
1978;Anna;Guła;1987-09-30;0.9;757310305;annaguła717@onet.pl;0
1979;Antonina;Łaba;1935-11-30;0.5;615843176;antoninałaba368@wp.pl;0
1980;Jaśmina;Budzyńska;1935-07-31;0.5;521145181;jaśminabudzyńska243@wp.pl;0
1981;Nina;Mirocha;1978-12-31;0.85;450467050;ninamirocha715@onet.pl;0
1982;Kornelia;Chwałek;1971-06-30;0.75;513471913;korneliachwałek267@gmail.com;0
1983;Iga;Markowicz;1958-02-28;0.65;719148464;igamarkowicz297@wp.pl;0
1984;Lilianna;Hoffmann;1956-01-31;0.65;365412923;liliannahoffmann211@wp.pl;0
1985;Matylda;Dmytruk;1926-01-31;0.5;101230624;matyldadmytruk946@wp.pl;0
1986;Gabriela;Witecka;1960-06-30;0.65;824492646;gabrielawitecka021@gmail.com;0
1987;Antonina;Małkowska;1934-04-30;0.5;718317366;antoninamałkowska326@gmail.com;0
1988;Milena;Bronowicka;1957-12-31;0.65;978795516;milenabronowicka553@onet.pl;0
1989;Liliana;Wolna;1974-02-28;0.75;409522993;lilianawolna176@gmail.com;0
1990;Antonina;Śliwińska;1932-12-31;0.5;301699510;antoninaśliwińska836@wp.pl;0
1991;Hanna;Szczepanowska;1933-07-31;0.5;853639021;hannaszczepanowska645@wp.pl;0
1992;Nina;Pluta;1944-07-31;0.5;694260771;ninapluta150@gmail.com;0
1993;Marcelina;Puk;2005-05-31;1.0;718774930;marcelinapuk547@onet.pl;0
1994;Matylda;Gaj;1995-12-31;0.49;802223494;matyldagaj095@onet.pl;1
1995;Emilia;Pająk;1985-07-31;0.9;383356256;emiliapająk645@onet.pl;0
1996;Helena;Borowska;1977-06-30;0.85;825780255;helenaborowska913@onet.pl;0
1997;Anastazja;Kasprzak;1978-03-31;0.85;718290671;anastazjakasprzak729@gmail.com;0
1998;Wanda;Czop;2004-10-31;0.49;115051611;wandaczop975@onet.pl;1
1999;Julia;Lasek;1956-03-31;0.65;850269395;julialasek161@wp.pl;0
2000;Iga;Łysakowska;1980-04-30;0.85;593789653;igałysakowska327@wp.pl;0
2001;Marcelina;Parzych;1940-06-30;0.5;889052759;marcelinaparzych048@onet.pl;0
2002;Nela;Szlaga;1952-03-31;0.5;242449053;nelaszlaga338@onet.pl;0
2003;Maja;Szołtysek;1989-03-31;0.9;130651399;majaszołtysek955@onet.pl;0
2004;Antonina;Kaczanowska;1992-09-30;0.49;616164312;antoninakaczanowska872@gmail.com;1
2005;Magdalena;Maziarz;1961-12-31;0.65;303395561;magdalenamaziarz751@onet.pl;0
2006;Emilia;Krzemińska;1954-01-31;0.5;141993091;emiliakrzemińska144@wp.pl;0
2007;Weronika;Błasiak;1994-05-31;0.49;407650476;weronikabłasiak893@gmail.com;1
2008;Sara;Rogulska;1976-08-31;0.85;782801488;sararogulska805@wp.pl;0
2009;Eliza;Kaczorek;2007-08-31;1.0;250339124;elizakaczorek546@onet.pl;0
2010;Nina;Goraj;1962-12-31;0.65;338540267;ninagoraj321@wp.pl;0
2011;Zofia;Rafalska;2007-08-31;1.0;607694438;zofiarafalska738@wp.pl;0
2012;Marianna;Suchecka;1988-08-31;0.9;603001683;mariannasuchecka438@gmail.com;0
2013;Magdalena;Poprawa;1944-11-30;0.5;813399108;magdalenapoprawa132@wp.pl;0
2014;Liwia;Obara;1971-04-30;0.75;620455004;liwiaobara484@gmail.com;0
2015;Łucja;Brzoza;1982-09-30;0.85;454257461;łucjabrzoza088@onet.pl;0
2016;Kinga;Siudak;1953-02-28;0.5;250592575;kingasiudak058@gmail.com;0
2017;Łucja;Sosna;1987-11-30;0.9;996395628;łucjasosna528@onet.pl;0
2018;Mia;Głowa;1944-04-30;0.5;551866182;miagłowa579@wp.pl;0
2019;Liliana;Skórska;1957-08-31;0.65;745023580;lilianaskórska387@onet.pl;0
2020;Kaja;Knapik;1965-05-31;0.75;628498515;kajaknapik267@onet.pl;0
2021;Laura;Tyczyńska;1928-04-30;0.5;199502085;lauratyczyńska743@wp.pl;0
2022;Milena;Raj;1974-07-31;0.75;262714053;milenaraj585@gmail.com;0
2023;Gaja;Sobotka;1941-02-28;0.5;921628706;gajasobotka062@wp.pl;0
2024;Aniela;Sroka;1972-02-29;0.75;305466391;anielasroka087@onet.pl;0
2025;Laura;Niedbała;1994-09-30;0.9;694851275;lauraniedbała743@gmail.com;0
2026;Jagoda;Niedbalska;2006-01-31;1.0;778064623;jagodaniedbalska174@wp.pl;0
2027;Magdalena;Jarecka;1950-09-30;0.5;613730214;magdalenajarecka559@onet.pl;0
2028;Natalia;Radzikowska;1931-10-31;0.5;548940045;nataliaradzikowska533@wp.pl;0
2029;Gabriela;Kołodziejczyk;1973-08-31;0.75;314966017;gabrielakołodziejczyk004@gmail.com;0
2030;Eliza;Kopińska;1926-03-31;0.5;613810723;elizakopińska261@wp.pl;0
2031;Gabriela;Krauze;1944-10-31;0.5;713171210;gabrielakrauze476@wp.pl;0
2032;Nina;Krzempek;1997-12-31;1.0;685977241;ninakrzempek466@gmail.com;0
2033;Zofia;Kucia;1941-06-30;0.5;683643171;zofiakucia576@gmail.com;0
2034;Iga;Bańkowska;1969-06-30;0.75;193433889;igabańkowska601@gmail.com;0
2035;Nela;Szweda;2004-05-31;0.49;423914825;nelaszweda473@wp.pl;1
2036;Matylda;Ozimek;1984-05-31;0.85;579080020;matyldaozimek723@gmail.com;0
2037;Emilia;Kozak;1931-01-31;0.5;815173735;emiliakozak176@onet.pl;0
2038;Maja;Olszowska;1989-10-31;0.9;476775505;majaolszowska666@wp.pl;0
2039;Aurelia;Wawrzyńska;2003-09-30;0.49;617054238;aureliawawrzyńska445@onet.pl;1
2040;Wanda;Orszulak;1942-06-30;0.5;449104575;wandaorszulak397@wp.pl;0
2041;Julia;Rozbicka;1971-08-31;0.75;917575297;juliarozbicka598@onet.pl;0
2042;Iga;Wypych;1971-04-30;0.75;658781873;igawypych514@wp.pl;0
2043;Kaja;Żmuda;1954-08-31;0.5;947154808;kajażmuda551@wp.pl;0
2044;Julia;Tkaczyk;1970-04-30;0.75;573883370;juliatkaczyk481@wp.pl;0
2045;Anastazja;Cichocka;1985-10-31;0.9;203268241;anastazjacichocka221@onet.pl;0
2046;Marianna;Jaguś;1945-02-28;0.5;316896497;mariannajaguś548@onet.pl;0
2047;Łucja;Muzyka;1976-07-31;0.85;114487156;łucjamuzyka043@gmail.com;0
2048;Julia;Martyniak;1973-05-31;0.75;245471431;juliamartyniak640@onet.pl;0
2049;Magdalena;Paruzel;1962-09-30;0.65;709326581;magdalenaparuzel452@gmail.com;0
2050;Melania;Napierała;1956-10-31;0.65;106879215;melanianapierała460@onet.pl;0
2051;Wiktoria;Mańko;1938-02-28;0.5;160936622;wiktoriamańko562@wp.pl;0
2052;Weronika;Kępczyńska;2006-08-31;1.0;680555444;weronikakępczyńska751@wp.pl;0
2053;Anna;Zajda;1934-04-30;0.5;345970495;annazajda847@gmail.com;0
2054;Alicja;Lasek;1930-08-31;0.5;552436790;alicjalasek244@gmail.com;0
2055;Kaja;Trojan;1960-04-30;0.65;152878581;kajatrojan472@wp.pl;0
2056;Weronika;Matras;1931-11-30;0.5;613284376;weronikamatras102@gmail.com;0
2057;Karolina;Sobiech;2006-04-30;1.0;599948228;karolinasobiech999@onet.pl;0
2058;Rozalia;Gruca;1960-08-31;0.65;234358424;rozaliagruca645@gmail.com;0
2059;Gabriela;Smołka;1971-09-30;0.75;205499693;gabrielasmołka175@onet.pl;0
2060;Nina;Curyło;1935-03-31;0.5;922024858;ninacuryło747@wp.pl;0
2061;Gabriela;Galicka;1962-10-31;0.65;167315156;gabrielagalicka231@onet.pl;0
2062;Aniela;Płońska;1941-11-30;0.5;163522537;anielapłońska206@wp.pl;0
2063;Laura;Łyko;1997-02-28;1.0;675769469;laurałyko322@gmail.com;0
2064;Michalina;Szajna;1979-05-31;0.85;154036367;michalinaszajna305@wp.pl;0
2065;Wiktoria;Piasek;1960-11-30;0.65;807440734;wiktoriapiasek981@wp.pl;0
2066;Melania;Narloch;1980-12-31;0.85;481483117;melanianarloch261@gmail.com;0
2067;Mia;Fudała;1992-09-30;0.9;455973573;miafudała847@wp.pl;0
2068;Karolina;Zabrocka;1970-02-28;0.75;610239014;karolinazabrocka606@onet.pl;0
2069;Nina;Szydło;1963-07-31;0.65;319072617;ninaszydło035@onet.pl;0
2070;Kinga;Kosowska;2006-08-31;1.0;799966824;kingakosowska913@gmail.com;0
2071;Róża;Czyż;1943-03-31;0.5;812661512;różaczyż907@gmail.com;0
2072;Adrianna;Chudzik;1952-09-30;0.5;642104871;adriannachudzik860@wp.pl;0
2073;Aniela;Łagoda;1952-04-30;0.5;935111885;anielałagoda022@wp.pl;0
2074;Róża;Ziobro;1967-01-31;0.75;803632531;różaziobro795@gmail.com;0
2075;Martyna;Antczak;1951-04-30;0.5;400919224;martynaantczak773@onet.pl;0
2076;Zuzanna;Walczuk;1974-01-31;0.75;424615509;zuzannawalczuk622@gmail.com;0
2077;Hanna;Szafrańska;1990-09-30;0.9;931191555;hannaszafrańska438@onet.pl;0
2078;Oliwia;Dominik;1944-11-30;0.5;956166571;oliwiadominik988@gmail.com;0
2079;Gaja;Fedorowicz;1937-09-30;0.5;525905632;gajafedorowicz941@gmail.com;0
2080;Jagoda;Stefanowicz;1939-09-30;0.5;961981160;jagodastefanowicz974@wp.pl;0
2081;Wanda;Kałużna;1971-05-31;0.75;135058564;wandakałużna244@gmail.com;0
2082;Martyna;Ignatowicz;1957-02-28;0.65;458630753;martynaignatowicz137@gmail.com;0
2083;Nina;Węsierska;1953-12-31;0.5;990772117;ninawęsierska602@wp.pl;0
2084;Maria;Michno;1957-05-31;0.65;596271351;mariamichno738@gmail.com;0
2085;Anastazja;Bobryk;1926-05-31;0.5;656897919;anastazjabobryk997@onet.pl;0
2086;Barbara;Pogorzelska;1960-04-30;0.65;870245389;barbarapogorzelska367@onet.pl;0
2087;Melania;Olszowy;1999-10-31;1.0;441691191;melaniaolszowy825@wp.pl;0
2088;Zofia;Nalepa;1934-09-30;0.5;971710543;zofianalepa964@gmail.com;0
2089;Sara;Szklarczyk;1929-03-31;0.5;158681735;saraszklarczyk410@onet.pl;0
2090;Blanka;Mrozek;1985-02-28;0.9;964764485;blankamrozek044@wp.pl;0
2091;Blanka;Jordan;1939-03-31;0.5;295921454;blankajordan362@wp.pl;0
2092;Hanna;Godek;1928-11-30;0.5;136324113;hannagodek682@gmail.com;0
2093;Matylda;Szczerbińska;1968-02-29;0.75;590133626;matyldaszczerbińska261@onet.pl;0
2094;Marianna;Tabor;1931-10-31;0.5;351115005;mariannatabor563@onet.pl;0
2095;Matylda;Wojtasik;1943-07-31;0.5;610844796;matyldawojtasik279@onet.pl;0
2096;Anna;Nejman;1975-12-31;0.85;260124805;annanejman361@onet.pl;0
2097;Zofia;Błachut;1955-01-31;0.5;559619165;zofiabłachut586@gmail.com;0
2098;Maja;Jóźwiak;1947-03-31;0.5;481195187;majajóźwiak444@gmail.com;0
2099;Kornelia;Trojak;1978-12-31;0.85;298709734;korneliatrojak280@wp.pl;0
2100;Aurelia;Błaszczyk;1974-02-28;0.75;930823761;aureliabłaszczyk712@wp.pl;0
2101;Julia;Wagner;2005-09-30;1.0;289411262;juliawagner425@wp.pl;0
2102;Weronika;Szybiak;1953-02-28;0.5;336171398;weronikaszybiak040@onet.pl;0
2103;Nikola;Zdun;1999-01-31;1.0;524205768;nikolazdun913@onet.pl;0
2104;Maria;Radecka;1973-06-30;0.75;765946955;mariaradecka293@wp.pl;0
2105;Zofia;Rój;2002-08-31;0.49;611706136;zofiarój632@wp.pl;1
2106;Lena;Novak;1964-12-31;0.65;550241921;lenanovak301@onet.pl;0
2107;Laura;Kotlarska;1999-12-31;0.49;719837851;laurakotlarska545@gmail.com;1
2108;Antonina;Sówka;1961-11-30;0.65;278427417;antoninasówka083@onet.pl;0
2109;Blanka;Pietrowska;1978-03-31;0.85;258781560;blankapietrowska620@gmail.com;0
2110;Magdalena;Dzięgielewska;1952-11-30;0.5;771475846;magdalenadzięgielewska684@gmail.com;0
2111;Sara;Łysakowska;1937-08-31;0.5;563556476;sarałysakowska874@wp.pl;0
2112;Karolina;Urbanowicz;1968-07-31;0.75;258940404;karolinaurbanowicz749@gmail.com;0
2113;Maria;Kaczorowska;1957-12-31;0.65;996643248;mariakaczorowska903@gmail.com;0
2114;Jagoda;Ogrodnik;1980-11-30;0.85;412355943;jagodaogrodnik864@onet.pl;0
2115;Matylda;Drewniak;1988-11-30;0.9;153462768;matyldadrewniak000@gmail.com;0
2116;Martyna;Dzikowska;1929-12-31;0.5;318242455;martynadzikowska053@gmail.com;0
2117;Blanka;Janiga;1971-03-31;0.75;459900348;blankajaniga660@gmail.com;0
2118;Eliza;Skrzypińska;1966-11-30;0.75;216494268;elizaskrzypińska434@wp.pl;0
2119;Milena;Suska;2006-04-30;1.0;485198501;milenasuska177@onet.pl;0
2120;Anna;Marut;1978-12-31;0.85;818390924;annamarut035@wp.pl;0
2121;Alicja;Gałczyńska;1995-11-30;1.0;834551597;alicjagałczyńska686@wp.pl;0
2122;Liliana;Szczurowska;1984-05-31;0.85;335000376;lilianaszczurowska089@wp.pl;0
2123;Karolina;Paździor;1976-08-31;0.85;123933632;karolinapaździor982@gmail.com;0
2124;Jaśmina;Rożek;1988-07-31;0.9;503720312;jaśminarożek036@wp.pl;0
2125;Melania;Kozubek;1978-11-30;0.85;501745206;melaniakozubek820@gmail.com;0
2126;Kinga;Zabawa;1997-01-31;0.49;578461968;kingazabawa364@onet.pl;1
2127;Aurelia;Piekut;1947-01-31;0.5;281826089;aureliapiekut432@wp.pl;0
2128;Julia;Borucka;2000-07-31;0.49;863227034;juliaborucka956@gmail.com;1
2129;Kaja;Biały;1990-07-31;0.9;468260010;kajabiały654@wp.pl;0
2130;Gabriela;Kozieł;1974-10-31;0.75;600636163;gabrielakozieł388@gmail.com;0
2131;Martyna;Kryger;1934-03-31;0.5;211155174;martynakryger507@wp.pl;0
2132;Hanna;Lewkowicz;1975-01-31;0.75;454048431;hannalewkowicz631@onet.pl;0
2133;Gaja;Grzeszczyk;1981-12-31;0.85;448722137;gajagrzeszczyk777@onet.pl;0
2134;Liliana;Długołęcka;1977-01-31;0.85;709300727;lilianadługołęcka754@gmail.com;0
2135;Łucja;Wantuch;1973-09-30;0.75;776551226;łucjawantuch181@gmail.com;0
2136;Eliza;Poprawa;1980-06-30;0.85;863351629;elizapoprawa067@wp.pl;0
2137;Aurelia;Malak;1952-07-31;0.5;525124991;aureliamalak363@onet.pl;0
2138;Alicja;Noworyta;1973-12-31;0.75;351062235;alicjanoworyta982@wp.pl;0
2139;Jaśmina;Rogóż;1975-08-31;0.85;514412917;jaśminarogóż151@gmail.com;0
2140;Zuzanna;Romańska;2006-10-31;1.0;320605373;zuzannaromańska164@wp.pl;0
2141;Maria;Wojtkowska;2007-04-30;1.0;809939212;mariawojtkowska980@onet.pl;0
2142;Lena;Kotas;1930-10-31;0.5;553618744;lenakotas073@wp.pl;0
2143;Alicja;Żuber;1926-02-28;0.5;998012106;alicjażuber474@gmail.com;0
2144;Pola;Sawińska;1980-02-29;0.85;453548611;polasawińska363@gmail.com;0
2145;Jagoda;Tarasek;1995-04-30;0.49;924658357;jagodatarasek119@gmail.com;1
2146;Adrianna;Czaja;1979-02-28;0.85;150990272;adriannaczaja275@onet.pl;0
2147;Pola;Starzyńska;1978-09-30;0.85;391477466;polastarzyńska154@onet.pl;0
2148;Weronika;Borysiuk;1983-09-30;0.85;452698818;weronikaborysiuk961@gmail.com;0
2149;Iga;Wyszomirska;1983-12-31;0.85;832725494;igawyszomirska153@wp.pl;0
2150;Barbara;Stańczyk;1993-12-31;0.9;788334625;barbarastańczyk292@onet.pl;0
2151;Sara;Golonka;2000-08-31;1.0;184721031;saragolonka810@onet.pl;0
2152;Sara;Wysocka;1954-11-30;0.5;325511028;sarawysocka735@gmail.com;0
2153;Róża;Sternal;1998-01-31;1.0;132391394;różasternal925@wp.pl;0
2154;Jagoda;Lipska;1973-02-28;0.75;296507790;jagodalipska178@gmail.com;0
2155;Lilianna;Grunwald;1964-10-31;0.65;970867815;liliannagrunwald809@gmail.com;0
2156;Liliana;Zacharska;1992-01-31;0.49;157861558;lilianazacharska464@onet.pl;1
2157;Karolina;Potocka;1954-05-31;0.5;962431659;karolinapotocka643@onet.pl;0
2158;Hanna;Śliwka;1960-11-30;0.65;894661518;hannaśliwka333@gmail.com;0
2159;Nela;Gibas;1954-11-30;0.5;136340439;nelagibas680@onet.pl;0
2160;Helena;Więcek;1928-09-30;0.5;102497158;helenawięcek717@onet.pl;0
2161;Wanda;Sałek;1926-01-31;0.5;856765509;wandasałek696@wp.pl;0
2162;Natalia;Wereszczyńska;1963-03-31;0.65;483658057;nataliawereszczyńska611@gmail.com;0
2163;Eliza;Czerniak;1949-01-31;0.5;348104604;elizaczerniak892@wp.pl;0
2164;Mia;Dudkiewicz;1960-06-30;0.65;998291507;miadudkiewicz893@wp.pl;0
2165;Liwia;Bogus;1933-01-31;0.5;991720155;liwiabogus023@gmail.com;0
2166;Michalina;Schmidt;1991-08-31;0.9;897042993;michalinaschmidt983@gmail.com;0
2167;Łucja;Mędrek;1963-10-31;0.65;732326686;łucjamędrek752@wp.pl;0
2168;Liwia;Cywińska;1926-07-31;0.5;198344189;liwiacywińska399@wp.pl;0
2169;Łucja;Kyrychenko;1995-01-31;0.49;245000839;łucjakyrychenko707@onet.pl;1
2170;Oliwia;Popiel;1956-07-31;0.65;270438108;oliwiapopiel232@gmail.com;0
2171;Melania;Partyka;1982-11-30;0.85;926683653;melaniapartyka688@gmail.com;0
2172;Michalina;Zaworska;1939-07-31;0.5;394738740;michalinazaworska406@gmail.com;0
2173;Karolina;Olechowska;1983-02-28;0.85;496500240;karolinaolechowska471@onet.pl;0
2174;Aniela;Michałek;2000-01-31;0.49;955420333;anielamichałek424@onet.pl;1
2175;Nadia;Świtoń;1933-06-30;0.5;746023436;nadiaświtoń651@wp.pl;0
2176;Jagoda;Misiura;1998-02-28;0.49;793247242;jagodamisiura527@wp.pl;1
2177;Laura;Chudzińska;1969-03-31;0.75;360806170;laurachudzińska964@wp.pl;0
2178;Liliana;Prusińska;1983-08-31;0.85;684454061;lilianaprusińska450@wp.pl;0
2179;Alicja;Smoła;1968-04-30;0.75;776435946;alicjasmoła176@wp.pl;0
2180;Kornelia;Wronka;1961-02-28;0.65;623864563;korneliawronka567@gmail.com;0
2181;Eliza;Pędziwiatr;1940-08-31;0.5;591559153;elizapędziwiatr959@onet.pl;0
2182;Michalina;Lysenko;1995-11-30;1.0;955855399;michalinalysenko889@gmail.com;0
2183;Łucja;Remiszewska;1929-09-30;0.5;826615509;łucjaremiszewska238@onet.pl;0
2184;Melania;Szwedo;1986-06-30;0.9;255422748;melaniaszwedo975@onet.pl;0
2185;Emilia;Kłopotowska;1952-02-29;0.5;243612550;emiliakłopotowska661@wp.pl;0
2186;Agata;Sordyl;1985-01-31;0.9;576878890;agatasordyl428@gmail.com;0
2187;Julia;Pasternak;1962-07-31;0.65;530518414;juliapasternak008@onet.pl;0
2188;Anna;Krasoń;1973-09-30;0.75;848945956;annakrasoń005@gmail.com;0
2189;Nina;Bigos;1956-04-30;0.65;902320894;ninabigos249@gmail.com;0
2190;Julia;Świst;1934-05-31;0.5;877378012;juliaświst943@onet.pl;0
2191;Róża;Górzyńska;1982-03-31;0.85;181853854;różagórzyńska912@onet.pl;0
2192;Maria;Bolek;1985-03-31;0.9;585421061;mariabolek804@gmail.com;0
2193;Anna;Kozicka;2001-06-30;1.0;386646670;annakozicka952@onet.pl;0
2194;Maja;Gunia;1956-07-31;0.65;403007991;majagunia895@wp.pl;0
2195;Rozalia;Wierzbicka;1969-09-30;0.75;530764567;rozaliawierzbicka811@onet.pl;0
2196;Helena;Lipa;1928-03-31;0.5;468582644;helenalipa136@onet.pl;0
2197;Nina;Frączek;1972-03-31;0.75;716652682;ninafrączek331@wp.pl;0
2198;Jaśmina;Szymoniak;1963-11-30;0.65;359763414;jaśminaszymoniak015@gmail.com;0
2199;Gabriela;Kempa;1961-04-30;0.65;869080736;gabrielakempa904@gmail.com;0
2200;Amelia;Gabryś;1961-01-31;0.65;834858987;ameliagabryś367@onet.pl;0
2201;Kaja;Lenartowicz;1935-02-28;0.5;783552270;kajalenartowicz167@onet.pl;0
2202;Liwia;Moskała;1932-02-29;0.5;862083824;liwiamoskała612@gmail.com;0
2203;Zofia;Gutkowska;1966-01-31;0.75;656870904;zofiagutkowska757@gmail.com;0
2204;Barbara;Świderska;1951-10-31;0.5;933780293;barbaraświderska349@onet.pl;0
2205;Julia;Stryjewska;1950-08-31;0.5;402290517;juliastryjewska854@onet.pl;0
2206;Michalina;Hajduk;2001-12-31;0.49;169962810;michalinahajduk634@gmail.com;1
2207;Iga;Kęska;1936-03-31;0.5;977154729;igakęska907@wp.pl;0
2208;Zofia;Małecka;1970-03-31;0.75;687619133;zofiamałecka779@wp.pl;0
2209;Kaja;Pudło;1989-04-30;0.9;155069817;kajapudło272@onet.pl;0
2210;Kinga;Opala;2002-02-28;0.49;860892878;kingaopala541@gmail.com;1
2211;Jaśmina;Stańko;1956-04-30;0.65;856720368;jaśminastańko531@wp.pl;0
2212;Aurelia;Duszak;1934-06-30;0.5;539468241;aureliaduszak214@onet.pl;0
2213;Hanna;Dzik;1929-05-31;0.5;873736570;hannadzik845@gmail.com;0
2214;Róża;Glinka;1995-07-31;1.0;683654450;różaglinka174@wp.pl;0
2215;Nikola;Fudała;1962-10-31;0.65;858312824;nikolafudała470@wp.pl;0
2216;Milena;Kucza;1988-09-30;0.9;551316288;milenakucza008@wp.pl;0
2217;Weronika;Niedźwiedź;1929-10-31;0.5;707446808;weronikaniedźwiedź565@wp.pl;0
2218;Magdalena;Frąk;1932-02-29;0.5;355787955;magdalenafrąk388@wp.pl;0
2219;Liliana;Miłek;1940-12-31;0.5;297788348;lilianamiłek246@gmail.com;0
2220;Sara;Staszek;1939-03-31;0.5;895118746;sarastaszek284@wp.pl;0
2221;Liliana;Zdyb;1959-09-30;0.65;482702734;lilianazdyb927@wp.pl;0
2222;Sara;Boczar;1998-12-31;1.0;810344372;saraboczar661@wp.pl;0
2223;Kornelia;Kuźmińska;1993-05-31;0.9;173634225;korneliakuźmińska394@wp.pl;0
2224;Łucja;Świniarska;1955-11-30;0.65;198040267;łucjaświniarska251@gmail.com;0
2225;Nikola;Galicka;2005-10-31;1.0;119016036;nikolagalicka074@onet.pl;0
2226;Jagoda;Chrobak;2004-04-30;0.49;278615338;jagodachrobak128@onet.pl;1
2227;Nela;Krakowiak;1979-09-30;0.85;131159991;nelakrakowiak515@gmail.com;0
2228;Melania;Biała;2003-04-30;0.49;706485578;melaniabiała936@onet.pl;1
2229;Julia;Głowacz;1990-09-30;0.9;981519337;juliagłowacz119@onet.pl;0
2230;Marianna;Borucka;1985-04-30;0.9;844369306;mariannaborucka353@gmail.com;0
2231;Wanda;Gałązka;1990-11-30;0.9;322456286;wandagałązka716@wp.pl;0
2232;Antonina;Strączek;1942-08-31;0.5;771365752;antoninastrączek127@gmail.com;0
2233;Nela;Krzyżak;1993-10-31;0.9;198317844;nelakrzyżak084@onet.pl;0
2234;Sara;Dunajska;1977-06-30;0.85;451008086;saradunajska788@onet.pl;0
2235;Nikola;Pawlik;1990-11-30;0.9;275651863;nikolapawlik845@onet.pl;0
2236;Kornelia;Dolecka;1958-07-31;0.65;572188635;korneliadolecka821@wp.pl;0
