id_osoby_bliskiej;imie;nazwisko;numer_telefonu;adres_email
890;WOJCIECH;KOWAL;994603858;wojciechkowal264@onet.pl
891;EMILIA;KLUSKA;104093378;emiliakluska152@gmail.com
892;MILENA;FILIPEK;644441983;milenafilipek077@onet.pl
893;WIKTORIA;GÓRSKA;125929599;wiktoriagórska682@gmail.com
894;ROZALIA;KONDRACIUK;737465871;rozaliakondraciuk690@wp.pl
895;IGNACY;MACIEJOWSKI;772126571;ignacymaciejowski128@wp.pl
896;NIKOLA;IWASZKO;150590316;nikolaiwaszko559@gmail.com
897;KAZIMIERZ;DZIERŻANOWSKI;159941486;kazimierzdzierżanowski008@gmail.com
898;JAN;BERNACIAK;682109147;janbernaciak653@wp.pl
899;MICHALINA;DĘBEK;733085349;michalinadębek412@onet.pl
900;MARTYNA;KALINA;393918489;martynakalina997@wp.pl
901;BRUNO;BOLEK;627483046;brunobolek806@gmail.com
902;NATAN;WODZIŃSKI;490663124;natanwodziński582@onet.pl
903;FILIP;MRUK;458346174;filipmruk409@gmail.com
904;KAZIMIERZ;ŁAWNICZAK;810091867;kazimierzławniczak172@onet.pl
905;IGA;RYCHLIK;597929241;igarychlik216@wp.pl
906;MILENA;PACHOLCZYK;851024142;milenapacholczyk388@gmail.com
907;ANNA;KRAWIEC;119715914;annakrawiec131@wp.pl
908;KLARA;BOROWA;961718627;klaraborowa487@wp.pl
909;TADEUSZ;CZEKAJ;154913251;tadeuszczekaj442@onet.pl
910;OLIWIER;BOGUSZ;940527548;oliwierbogusz247@onet.pl
911;JÓZEF;JEZIOROWSKI;430310319;józefjeziorowski698@onet.pl
912;KAROLINA;KONONENKO;438385395;karolinakononenko834@onet.pl
913;IGA;WIECHA;239307661;igawiecha650@onet.pl
914;WERONIKA;SUŁKOWSKA;542903499;weronikasułkowska597@onet.pl
915;IGA;CABAJ;583786398;igacabaj495@gmail.com
916;NIKOLA;PŁOŃSKA;785763596;nikolapłońska491@wp.pl
917;GABRIELA;BIESIADA;273920691;gabrielabiesiada406@onet.pl
918;LIWIA;SZPONAR;113862631;liwiaszponar877@wp.pl
919;MICHAŁ;SŁAWIŃSKI;627726074;michałsławiński155@gmail.com
920;MARK;KOPER;945488286;markkoper490@onet.pl
921;ALEKSANDER;HARASIM;165354618;aleksanderharasim416@gmail.com
922;IGNACY;RACHWALSKI;828780053;ignacyrachwalski783@gmail.com
923;MIA;KŁODA;298934284;miakłoda634@onet.pl
924;ALEKSANDRA;WOJTYCZKA;942091215;aleksandrawojtyczka379@onet.pl
925;MIA;BRZÓSKA;152787793;miabrzóska958@onet.pl
926;HENRYK;STAWIŃSKI;298673572;henrykstawiński500@gmail.com
927;TYMOTEUSZ;ŚLUSAREK;254559996;tymoteuszślusarek501@onet.pl
928;IGNACY;GAC;216234668;ignacygac719@wp.pl
929;TYMOTEUSZ;CEDRO;236726600;tymoteuszcedro635@wp.pl
930;WANDA;MILCZAREK;144239991;wandamilczarek090@wp.pl
931;WERONIKA;NIEDZIAŁKOWSKA;964150332;weronikaniedziałkowska842@onet.pl
932;ŁUCJA;HOŁOWNIA;480652629;łucjahołownia860@gmail.com
933;SARA;STARZYK;817581985;sarastarzyk000@gmail.com
934;ARTUR;ŁAKOMSKI;895721854;arturłakomski404@onet.pl
935;NADIA;MOTYKA;507462837;nadiamotyka442@onet.pl
936;OSKAR;RYNKOWSKI;212592784;oskarrynkowski803@wp.pl
937;OSKAR;NIEDŹWIECKI;236272541;oskarniedźwiecki518@gmail.com
938;LILIANNA;DOBKOWSKA;228898782;liliannadobkowska861@wp.pl
939;WERONIKA;SZCZECH;441891036;weronikaszczech299@wp.pl
940;MICHAŁ;PRZYBYSZ;474779859;michałprzybysz141@gmail.com
941;MARIANNA;MICHAŁEK;529954890;mariannamichałek369@wp.pl
942;ALICJA;IWANOWSKA;653673944;alicjaiwanowska554@gmail.com
943;NADIA;KŁYS;236651818;nadiakłys392@gmail.com
944;WIKTORIA;KSIĄŻKIEWICZ;269098201;wiktoriaksiążkiewicz924@wp.pl
945;NATALIA;RUTECKA;156626953;nataliarutecka180@gmail.com
946;MARIANNA;MOŃKA;706070051;mariannamońka596@wp.pl
947;TEODOR;BANASZEWSKI;981262094;teodorbanaszewski786@wp.pl
948;NADIA;GRUSZKA;105143269;nadiagruszka565@wp.pl
949;ANASTAZJA;DĘBOWSKA;823789221;anastazjadębowska528@wp.pl
950;ARTUR;KAMECKI;145758909;arturkamecki551@wp.pl
951;MILENA;PILARZ;278466019;milenapilarz669@gmail.com
952;HELENA;GOŹDZIK;556684545;helenagoździk385@onet.pl
953;MAGDALENA;FOKS;387875864;magdalenafoks121@onet.pl
954;LEO;PORĘBA;770368874;leoporęba964@wp.pl
955;ANASTAZJA;PAWŁOWSKA;381830749;anastazjapawłowska723@onet.pl
956;HANNA;KULCZYK;780384981;hannakulczyk530@gmail.com
957;TYMOTEUSZ;SZUMILAS;572306675;tymoteuszszumilas858@wp.pl
958;BORYS;MENTEL;814019063;borysmentel439@onet.pl
959;JÓZEF;GULCZYŃSKI;477038752;józefgulczyński361@onet.pl
960;MARTYNA;DZIUBAK;209152370;martynadziubak855@gmail.com
961;NIKOLA;SERDIUK;813538648;nikolaserdiuk128@onet.pl
962;MIŁOSZ;SZTANDERA;153275841;miłoszsztandera317@onet.pl
963;ANTONINA;KLUZ;625446997;antoninakluz646@onet.pl
964;MIKOŁAJ;SOSNOWSKI;430257171;mikołajsosnowski137@gmail.com
965;HANNA;WOŁOWICZ;532521905;hannawołowicz338@onet.pl
966;BARTOSZ;PIECUCH;369230239;bartoszpiecuch822@onet.pl
967;KLARA;WEISS;577995608;klaraweiss715@gmail.com
968;IGA;FILIPIUK;325111391;igafilipiuk693@wp.pl
969;MIŁOSZ;IZYDORCZYK;558733655;miłoszizydorczyk660@gmail.com
970;BRUNO;ALEKSANDROWICZ;943728366;brunoaleksandrowicz247@wp.pl
971;HENRYK;MAŁYSKA;937031295;henrykmałyska351@wp.pl
972;KSAWERY;NICZYPORUK;580111555;ksaweryniczyporuk366@gmail.com
973;MARCELINA;DĄBEK;764394013;marcelinadąbek515@onet.pl
974;NELA;MOSKAŁA;533371838;nelamoskała901@onet.pl
975;LILIANA;GRZECHNIK;472798871;lilianagrzechnik444@wp.pl
976;ŁUCJA;STOLARZ;590017659;łucjastolarz569@wp.pl
977;ALEKSANDER;PIÓREK;527381073;aleksanderpiórek338@wp.pl
978;KACPER;ŚNIEŻEK;326042354;kacperśnieżek089@gmail.com
979;ELIZA;SKOLIMOWSKA;333029808;elizaskolimowska448@gmail.com
980;ANNA;KĄDZIELA;386089696;annakądziela786@onet.pl
981;HUBERT;KOSZYK;114718641;hubertkoszyk255@gmail.com
982;AGATA;BOJAR;184770177;agatabojar232@wp.pl
983;AGATA;ROZBICKA;203614233;agatarozbicka298@gmail.com
984;NADIA;WILGA;153987866;nadiawilga153@wp.pl
985;FILIP;JAROŃ;628501229;filipjaroń278@wp.pl
986;MICHAŁ;SOBCZYK;146199312;michałsobczyk295@gmail.com
987;NIKOLA;RUSZKOWSKA;451607228;nikolaruszkowska931@onet.pl
988;NIKODEM;JACEWICZ;448103825;nikodemjacewicz880@gmail.com
989;KAROLINA;ADAMSKA;623797021;karolinaadamska046@onet.pl
990;MACIEJ;MARCINOWSKI;204991618;maciejmarcinowski511@gmail.com
991;MARIA;STRZAŁKA;917597653;mariastrzałka002@gmail.com
992;STANISŁAW;JANOSZ;328212738;stanisławjanosz473@onet.pl
993;GABRIELA;WIECZOREK;279721674;gabrielawieczorek497@gmail.com
994;MARCELINA;LEMAŃSKA;671869624;marcelinalemańska710@wp.pl
995;DANIEL;PEPLIŃSKI;832198376;danielpepliński899@gmail.com
996;BRUNO;SOLAK;523404873;brunosolak305@gmail.com
997;MACIEJ;SOLARSKI;514210501;maciejsolarski252@gmail.com
998;WIKTOR;KLIMCZAK;818956726;wiktorklimczak670@onet.pl
999;GABRIELA;PAŁUBICKA;351562029;gabrielapałubicka401@onet.pl
1000;ŁUCJA;STRASZEWSKA;570060775;łucjastraszewska417@gmail.com
1001;MARIANNA;OSADNIK;110147620;mariannaosadnik279@gmail.com
1002;ANNA;KLOC;365971239;annakloc607@gmail.com
1003;KLARA;BANIA;286271972;klarabania725@wp.pl
1004;MARIANNA;TOMANEK;515487316;mariannatomanek380@onet.pl
1005;ANTONINA;STOKŁOSA;401757523;antoninastokłosa540@onet.pl
1006;TOMASZ;GUZY;982900568;tomaszguzy468@onet.pl
1007;WERONIKA;KUNA;448752135;weronikakuna700@gmail.com
1008;MAKSYMILIAN;WACŁAWSKI;535279959;maksymilianwacławski000@onet.pl
1009;ANASTAZJA;STASZAK;394953890;anastazjastaszak261@gmail.com
1010;STANISŁAW;BYKOWSKI;494624280;stanisławbykowski497@gmail.com
1011;LEO;PLEWIŃSKI;643725675;leoplewiński058@wp.pl
1012;TADEUSZ;SZCZUROWSKI;161473732;tadeuszszczurowski450@wp.pl
1013;TADEUSZ;JAKUBOWSKI;858702424;tadeuszjakubowski224@wp.pl
1014;KLARA;PETRUK;324804794;klarapetruk893@wp.pl
1015;TOMASZ;KĄKOL;733111274;tomaszkąkol538@wp.pl
1016;WIKTORIA;WOLNY;667704715;wiktoriawolny691@gmail.com
1017;MARCELINA;SZAREK;325174562;marcelinaszarek952@wp.pl
1018;ADRIANNA;KĘDZIOR;155395633;adriannakędzior771@wp.pl
1019;AGATA;CAŁKA;173145979;agatacałka979@gmail.com
1020;HELENA;DRZAZGA;993695668;helenadrzazga893@wp.pl
1021;LENA;JARCZEWSKA;966141893;lenajarczewska882@gmail.com
1022;OLIWIA;KIERZEK;659725607;oliwiakierzek621@gmail.com
1023;MARCELINA;MNICH;356980690;marcelinamnich647@onet.pl
1024;JAKUB;KUKLIŃSKI;893215263;jakubkukliński124@onet.pl
1025;KAROLINA;WOLSKA;138112821;karolinawolska510@gmail.com
1026;MARCEL;TRUSZCZYŃSKI;230756873;marceltruszczyński391@gmail.com
1027;HUBERT;KUNIKOWSKI;550000156;hubertkunikowski388@wp.pl
1028;KAZIMIERZ;KORCZAK;442543218;kazimierzkorczak226@wp.pl
1029;MELANIA;GAWLAS;950854531;melaniagawlas804@onet.pl
1030;LIWIA;LACH;750187835;liwialach392@gmail.com
1031;MARIA;KUBIS;955172245;mariakubis895@gmail.com
1032;LENA;BROŻEK;526169558;lenabrożek833@wp.pl
1033;MAGDALENA;SINGH;285219160;magdalenasingh677@onet.pl
1034;JULIA;MAKSYMIUK;318292745;juliamaksymiuk728@gmail.com
1035;NADIA;MAKARENKO;463921656;nadiamakarenko728@wp.pl
1036;ZOFIA;PLOCH;967287684;zofiaploch072@wp.pl
1037;KAJETAN;ZIELIŃSKI;214068108;kajetanzieliński480@onet.pl
1038;MAGDALENA;ANDRZEJCZYK;706254596;magdalenaandrzejczyk823@gmail.com
1039;KAJA;WALA;940316003;kajawala499@wp.pl
1040;DANIEL;BAKALARZ;592225533;danielbakalarz682@wp.pl
1041;ALAN;KAROLCZYK;285653483;alankarolczyk924@wp.pl
1042;OLIWIER;KUŚMIERZ;684223188;oliwierkuśmierz239@wp.pl
1043;MICHALINA;SUCHANEK;756304462;michalinasuchanek579@wp.pl
1044;MIKOŁAJ;BOGUSŁAWSKI;718529603;mikołajbogusławski219@wp.pl
1045;ZUZANNA;GAWRON;466249273;zuzannagawron928@onet.pl
1046;MAJA;PARKHOMENKO;892604670;majaparkhomenko543@wp.pl
1047;LENA;ZYGADŁO;733245024;lenazygadło569@onet.pl
1048;ANIELA;ORKISZ;358402497;anielaorkisz280@gmail.com
1049;KAZIMIERZ;GARBARCZYK;443091802;kazimierzgarbarczyk075@onet.pl
1050;ALEKSANDER;PYTKA;905937678;aleksanderpytka313@onet.pl
1051;JÓZEF;SMYCZEK;203067736;józefsmyczek421@onet.pl
1052;BARTŁOMIEJ;SŁOMA;247726150;bartłomiejsłoma613@gmail.com
1053;TYMOTEUSZ;KASZYŃSKI;124478364;tymoteuszkaszyński770@onet.pl
1054;NIKOLA;KUCHTA;140244907;nikolakuchta381@onet.pl
1055;WERONIKA;BOROWIEC;621265972;weronikaborowiec971@wp.pl
1056;AURELIA;GRACA;281707285;aureliagraca296@onet.pl
1057;KORNELIA;KRZESZEWSKA;560693697;korneliakrzeszewska596@wp.pl
1058;FILIP;PAWEŁEK;590544020;filippawełek673@onet.pl
1059;MACIEJ;RESZKA;621059241;maciejreszka714@wp.pl
1060;ROZALIA;ŁUSZCZYŃSKA;288511028;rozaliałuszczyńska919@onet.pl
1061;ŁUCJA;WĄCHAŁA;406720647;łucjawąchała858@wp.pl
1062;ARTUR;GUZIŃSKI;161998900;arturguziński559@onet.pl
1063;RÓŻA;OPOKA;151877404;różaopoka599@onet.pl
1064;KORNELIA;CZERWIŃSKA;505984962;korneliaczerwińska065@onet.pl
1065;DANIEL;KOSTKA;901457762;danielkostka580@wp.pl
1066;MILAN;KRAWCZAK;812527891;milankrawczak357@onet.pl
1067;HENRYK;WAWRZAK;418287382;henrykwawrzak862@gmail.com
1068;AGATA;KORCZYK;884348890;agatakorczyk032@gmail.com
1069;MIŁOSZ;DYBOWSKI;447754474;miłoszdybowski947@onet.pl
1070;ALAN;PROKOPIUK;668614450;alanprokopiuk735@onet.pl
1071;IGOR;STEMPIEŃ;909584582;igorstempień233@gmail.com
1072;KRZYSZTOF;CHEN;823311281;krzysztofchen749@gmail.com
1073;ADAM;ZACZEK;602844904;adamzaczek723@onet.pl
1074;LILIANA;PUK;591031306;lilianapuk761@onet.pl
1075;ALEKSANDRA;BILSKA;156701906;aleksandrabilska342@onet.pl
1076;ALAN;OSTAPENKO;409213743;alanostapenko367@gmail.com
1077;KSAWERY;GRODZKI;976469478;ksawerygrodzki181@onet.pl
1078;PIOTR;SERAFIN;987982418;piotrserafin058@wp.pl
1079;HANNA;KRAKOWIAK;702807460;hannakrakowiak569@gmail.com
1080;GAJA;JESIONOWSKA;809547343;gajajesionowska252@onet.pl
1081;ADRIANNA;SOBCZUK;747187723;adriannasobczuk488@onet.pl
1082;NATAN;BUDZISZ;368903738;natanbudzisz116@onet.pl
1083;MATEUSZ;BRZOSTOWSKI;433058273;mateuszbrzostowski308@gmail.com
1084;ARTUR;ZARĘBA;928909609;arturzaręba275@gmail.com
1085;PIOTR;MOMOT;585000103;piotrmomot977@gmail.com
1086;AGATA;PYREK;459569702;agatapyrek767@wp.pl
1087;LEO;KACZMARCZYK;744901258;leokaczmarczyk265@wp.pl
1088;KLARA;KRZYŻANIAK;823073308;klarakrzyżaniak356@onet.pl
1089;ZOFIA;BABENKO;658000408;zofiababenko104@wp.pl
1090;OLIWIA;SKWARA;772847273;oliwiaskwara049@wp.pl
1091;MATEUSZ;LEŚNIK;947355868;mateuszleśnik662@gmail.com
1092;FABIAN;RZOŃCA;974600790;fabianrzońca849@gmail.com
1093;WOJCIECH;SZAŁEK;303684464;wojciechszałek683@gmail.com
1094;JAGODA;PIECHOWIAK;713096860;jagodapiechowiak770@gmail.com
1095;KUBA;KRAVETS;467141546;kubakravets751@onet.pl
1096;ALICJA;MUSIALIK;153858522;alicjamusialik273@gmail.com
1097;ALICJA;UMIŃSKA;756385173;alicjaumińska088@onet.pl
1098;MIKOŁAJ;STACHURA;461037761;mikołajstachura994@wp.pl
1099;STANISŁAW;KOCHANOWSKI;876863586;stanisławkochanowski102@onet.pl
1100;ALEKSANDER;ZBLEWSKI;356324774;aleksanderzblewski672@gmail.com
1101;TYMOTEUSZ;TUTAK;210110326;tymoteusztutak684@onet.pl
1102;KAJA;SZCZAWIŃSKA;954744025;kajaszczawińska297@gmail.com
1103;MICHALINA;CHWASTEK;425513748;michalinachwastek014@onet.pl
1104;LENA;BINKIEWICZ;265260322;lenabinkiewicz806@onet.pl
1105;ADRIANNA;BOBER;385292768;adriannabober845@gmail.com
1106;MAJA;WACHOWIAK;944480669;majawachowiak485@wp.pl
1107;MICHALINA;CHACIŃSKA;415897564;michalinachacińska982@gmail.com
1108;ROZALIA;GROMADA;253613246;rozaliagromada313@wp.pl
1109;GAJA;LELEK;800353419;gajalelek888@onet.pl
1110;DANIEL;RASZEWSKI;950844884;danielraszewski385@onet.pl
1111;NATAN;ADAMKIEWICZ;981072731;natanadamkiewicz678@wp.pl
1112;ZUZANNA;STAWIARSKA;974391345;zuzannastawiarska412@onet.pl
1113;JAGODA;FORNAL;243312268;jagodafornal010@onet.pl
1114;KINGA;TRAN;441872418;kingatran294@onet.pl
1115;ANASTAZJA;CHORĄŻY;718378199;anastazjachorąży038@onet.pl
1116;MAJA;KOCIK;596811877;majakocik718@gmail.com
1117;KUBA;WYSZOMIERSKI;918116979;kubawyszomierski018@gmail.com
1118;SZYMON;JEZNACH;948124094;szymonjeznach629@gmail.com
1119;DOMINIK;PUŁAWSKI;657984979;dominikpuławski688@onet.pl
1120;TEODOR;ŚMIESZEK;343812505;teodorśmieszek162@wp.pl
1121;TADEUSZ;FILIPKOWSKI;939735822;tadeuszfilipkowski483@onet.pl
1122;MAGDALENA;MICHNA;481791800;magdalenamichna353@onet.pl
1123;ALEKSANDRA;LUPA;986549000;aleksandralupa638@wp.pl
1124;PAWEŁ;BALCERAK;386350300;pawełbalcerak504@onet.pl
1125;OLIWIER;AUGUŚCIK;750190735;oliwierauguścik654@wp.pl
1126;RÓŻA;STASZCZYK;986014205;różastaszczyk322@wp.pl
1127;WANDA;SUKIENNIK;566496277;wandasukiennik195@gmail.com
1128;DOMINIK;ŻYWICKI;538506126;dominikżywicki979@wp.pl
1129;BARTOSZ;KARBOWNICZEK;586691016;bartoszkarbowniczek736@onet.pl
1130;FRANCISZEK;MIKOŁAJCZYK;550516772;franciszekmikołajczyk194@wp.pl
1131;KSAWERY;KĘPA;775822996;ksawerykępa692@onet.pl
1132;TYMON;MILEWICZ;589237324;tymonmilewicz802@onet.pl
1133;BARTOSZ;MIĘTUS;728300658;bartoszmiętus549@gmail.com
1134;HUBERT;MAIK;324841078;hubertmaik160@onet.pl
1135;PAWEŁ;RADWAN;511017973;pawełradwan209@gmail.com
1136;JAŚMINA;OCHAŁ;734841940;jaśminaochał688@gmail.com
1137;LIWIA;ZARZECZNA;110468231;liwiazarzeczna103@wp.pl
1138;DOMINIK;TWARDY;294859601;dominiktwardy536@wp.pl
1139;WERONIKA;BOGUSZ;302351483;weronikabogusz193@gmail.com
1140;BARTŁOMIEJ;SZURGOT;591438346;bartłomiejszurgot563@wp.pl
1141;TADEUSZ;STYCZYŃSKI;274884663;tadeuszstyczyński050@onet.pl
1142;TYMOTEUSZ;BRUSKI;543536176;tymoteuszbruski205@onet.pl
1143;LIWIA;DUDKOWSKA;939587638;liwiadudkowska024@wp.pl
1144;MICHALINA;KOMINEK;532105585;michalinakominek915@gmail.com
1145;KACPER;PTASZNIK;732892738;kacperptasznik447@gmail.com
1146;IGOR;WALKOWIAK;471705642;igorwalkowiak088@onet.pl
1147;OSKAR;ŁABĘCKI;399164034;oskarłabęcki277@onet.pl
1148;OLIWIA;KOŚCIŃSKA;612905136;oliwiakościńska448@wp.pl
1149;ALAN;JASEK;404589570;alanjasek812@onet.pl
1150;KUBA;RUDNICKI;556353413;kubarudnicki575@gmail.com
1151;OLIWIA;NOWACZYK;521360161;oliwianowaczyk570@onet.pl
1152;MARCELINA;SZEFLER;335842069;marcelinaszefler656@onet.pl
1153;JULIA;SKROBEK;223148701;juliaskrobek349@wp.pl
1154;STANISŁAW;GŁĘBOCKI;358003392;stanisławgłębocki813@wp.pl
1155;BARTŁOMIEJ;IGIELSKI;204410919;bartłomiejigielski983@wp.pl
1156;IGNACY;STRYJEWSKI;976684677;ignacystryjewski317@gmail.com
1157;GAJA;KOLASA;184791681;gajakolasa057@wp.pl
1158;KAJETAN;HAŁASA;518679623;kajetanhałasa703@gmail.com
1159;NIKODEM;BOGDAŃSKI;782057219;nikodembogdański741@gmail.com
1160;CEZARY;KARBOWNIK;504377459;cezarykarbownik614@wp.pl
1161;MARK;STACHERA;805846268;markstachera477@gmail.com
1162;KAJETAN;STANIEWSKI;743731546;kajetanstaniewski335@wp.pl
1163;MARIANNA;DOMIN;494074740;mariannadomin017@gmail.com
1164;KAJA;STEMPIEŃ;135972515;kajastempień663@onet.pl
1165;KUBA;LESIŃSKI;541372949;kubalesiński387@gmail.com
1166;JULIAN;ŻELAZNY;145606328;julianżelazny004@gmail.com
1167;ALAN;KOŁODZIEJSKI;709230966;alankołodziejski187@onet.pl
1168;NATALIA;BYCZKOWSKA;125332678;nataliabyczkowska430@gmail.com
1169;FABIAN;POLKOWSKI;113039334;fabianpolkowski313@gmail.com
1170;SZYMON;ŁUC;828022753;szymonłuc507@wp.pl
1171;BARTŁOMIEJ;GRYCZKA;411096224;bartłomiejgryczka733@wp.pl
1172;MAKSYMILIAN;FELIKS;690423133;maksymilianfeliks328@wp.pl
1173;GABRIELA;BIAŁEK;152079741;gabrielabiałek733@gmail.com
1174;JAŚMINA;BŁASZCZYK;205633091;jaśminabłaszczyk292@gmail.com
1175;JAGODA;ŻYŁA;599291413;jagodażyła881@onet.pl
1176;KINGA;KURCZEWSKA;377416597;kingakurczewska370@onet.pl
1177;FABIAN;BOGDANOWICZ;758205793;fabianbogdanowicz328@gmail.com
1178;LIWIA;KUBERSKA;577855069;liwiakuberska173@gmail.com
1179;FABIAN;MICHAŁKIEWICZ;472619646;fabianmichałkiewicz467@gmail.com
1180;FABIAN;STEMPIEŃ;295340453;fabianstempień897@onet.pl
1181;KACPER;ADAMOWSKI;389867850;kacperadamowski967@gmail.com
1182;KUBA;TABAKA;422562029;kubatabaka462@gmail.com
1183;MILENA;KOZIKOWSKA;941670748;milenakozikowska298@gmail.com
1184;IGNACY;HUSAK;412463565;ignacyhusak934@wp.pl
1185;LENA;MATYJASZCZYK;418985080;lenamatyjaszczyk634@onet.pl
1186;LILIANNA;ARCISZEWSKA;222949956;liliannaarciszewska577@gmail.com
1187;TYMON;MADEJSKI;822087012;tymonmadejski115@wp.pl
1188;MICHAŁ;GRABIEC;720393552;michałgrabiec976@gmail.com
1189;FABIAN;SKOWROŃSKI;223325478;fabianskowroński776@gmail.com
1190;KAJETAN;TWOREK;214139909;kajetantworek730@onet.pl
1191;MACIEJ;IWANICKI;577032287;maciejiwanicki555@wp.pl
1192;SZYMON;RÓJ;332932033;szymonrój923@wp.pl
1193;BORYS;RĘKAWEK;679163874;borysrękawek725@onet.pl
1194;POLA;JAKUBOWICZ;578943018;polajakubowicz447@wp.pl
1195;KAJA;WŁOSEK;990464843;kajawłosek068@wp.pl
1196;ZOFIA;GLUZA;899186852;zofiagluza403@onet.pl
1197;CEZARY;TKACH;211147278;cezarytkach082@gmail.com
1198;MIKOŁAJ;RUDA;228869569;mikołajruda140@wp.pl
1199;LILIANA;KIESZKOWSKA;556288285;lilianakieszkowska847@wp.pl
1200;KAZIMIERZ;ŻUROWSKI;513816048;kazimierzżurowski783@onet.pl
1201;MICHALINA;BONDARCHUK;766813043;michalinabondarchuk246@onet.pl
1202;OLIWIER;DAWIDOWSKI;613607061;oliwierdawidowski495@wp.pl
1203;TADEUSZ;KUCZA;430287555;tadeuszkucza254@gmail.com
1204;MAGDALENA;KRASOŃ;448851478;magdalenakrasoń259@gmail.com
1205;HELENA;KOROLCZUK;265277035;helenakorolczuk913@wp.pl
1206;WITOLD;DOMAGALSKI;900405254;witolddomagalski655@wp.pl
1207;TOMASZ;IGNATOWICZ;611068817;tomaszignatowicz284@gmail.com
1208;NIKOLA;SZMYT;432607325;nikolaszmyt891@gmail.com
1209;BARTŁOMIEJ;FREJ;948360544;bartłomiejfrej214@wp.pl
1210;LEON;ŻELECHOWSKI;957627537;leonżelechowski889@wp.pl
1211;AGATA;BAJERSKA;187101085;agatabajerska013@onet.pl
1212;KUBA;ŁUBA;604657170;kubałuba245@onet.pl
1213;ARTUR;BORAWSKI;572155413;arturborawski496@wp.pl
1214;WANDA;PIERZCHAŁA;174440726;wandapierzchała537@wp.pl
1215;HANNA;MICHNA;559473690;hannamichna676@gmail.com
1216;HANNA;BOGUSZ;512370086;hannabogusz628@gmail.com
1217;MARIANNA;KATA;686908546;mariannakata115@wp.pl
1218;IGOR;GÓŹDŹ;892649139;igorgóźdź426@gmail.com
1219;TYMON;NAJDER;682925255;tymonnajder867@gmail.com
1220;IGA;MISZCZYK;510281882;igamiszczyk903@gmail.com
1221;ARTUR;SIUDAK;666301947;artursiudak268@wp.pl
1222;NATALIA;PIĄTKOWSKA;578477027;nataliapiątkowska065@gmail.com
1223;HENRYK;SIEWIERSKI;317777956;henryksiewierski060@wp.pl
1224;PIOTR;HANKUS;298652249;piotrhankus810@wp.pl
1225;KACPER;ANTCZAK;158481871;kacperantczak566@wp.pl
1226;ANTONI;DOBIES;348485464;antonidobies861@gmail.com
1227;LIWIA;KRUPKA;285507676;liwiakrupka561@gmail.com
1228;AURELIA;ROSOŁOWSKA;907288408;aureliarosołowska928@wp.pl
1229;MILAN;GOLAŃSKI;768369701;milangolański659@onet.pl
1230;WOJCIECH;GAJOWNICZEK;716163237;wojciechgajowniczek248@wp.pl
1231;MILENA;CIECHANOWICZ;542922145;milenaciechanowicz062@wp.pl
1232;ANASTAZJA;CHUDZIK;705932652;anastazjachudzik989@wp.pl
1233;WIKTOR;PIRÓG;830127170;wiktorpiróg389@wp.pl
1234;KUBA;JAKUBAS;382312208;kubajakubas709@onet.pl
1235;ANIELA;ROGACKA;533481343;anielarogacka132@wp.pl
1236;NIKOLA;SIENKIEWICZ;187286963;nikolasienkiewicz725@gmail.com
1237;KAROL;SERDIUK;969919738;karolserdiuk861@wp.pl
1238;IGOR;NIEMYJSKI;253794983;igorniemyjski309@wp.pl
1239;KACPER;NAZAROV;551599842;kacpernazarov133@gmail.com
1240;ANNA;JABŁOŃSKA;229061812;annajabłońska841@wp.pl
1241;MATYLDA;SZWEDO;273727005;matyldaszwedo911@gmail.com
1242;TOMASZ;LUBERDA;135216010;tomaszluberda274@onet.pl
1243;MICHAŁ;KAPUŚNIAK;120971283;michałkapuśniak783@wp.pl
1244;MATYLDA;GOLIS;843608874;matyldagolis038@onet.pl
1245;MARK;SZCZĘCH;298867508;markszczęch295@wp.pl
1246;MACIEJ;ROMAŃCZUK;552753699;maciejromańczuk155@onet.pl
1247;MIŁOSZ;WOLAŃSKI;742258342;miłoszwolański958@gmail.com
1248;NIKODEM;FLAK;246488125;nikodemflak989@wp.pl
1249;ZUZANNA;ROGULSKA;976856121;zuzannarogulska955@gmail.com
1250;LILIANA;SZATAN;685782861;lilianaszatan924@onet.pl
1251;OLIWIER;GŁÓD;516645318;oliwiergłód118@gmail.com
1252;BARBARA;STASIK;427186133;barbarastasik889@wp.pl
1253;ANTONINA;KOVALOVA;409675777;antoninakovalova495@gmail.com
1254;LEO;KOZIARSKI;513647926;leokoziarski743@wp.pl
1255;MICHAŁ;GNIAZDOWSKI;548207306;michałgniazdowski514@gmail.com
1256;WIKTOR;KAWA;135037395;wiktorkawa515@onet.pl
1257;MATYLDA;SAMSEL;895901058;matyldasamsel759@gmail.com
1258;NATALIA;LI;213922530;nataliali743@wp.pl
1259;RÓŻA;BOJARSKA;534927337;różabojarska693@gmail.com
1260;TADEUSZ;MASIAK;501379168;tadeuszmasiak345@gmail.com
1261;NATALIA;TALIK;995228579;nataliatalik028@gmail.com
1262;GAJA;ŁUKASIAK;968093228;gajałukasiak089@wp.pl
1263;MIŁOSZ;GWIAZDA;953768953;miłoszgwiazda607@onet.pl
1264;KAROLINA;BULIK;183605205;karolinabulik450@gmail.com
1265;AURELIA;KRZEMIEŃ;466998474;aureliakrzemień219@wp.pl
1266;LILIANNA;MULARSKA;874987005;liliannamularska881@gmail.com
1267;JULIAN;WIERZBOWSKI;672096789;julianwierzbowski312@onet.pl
